strong,거만한 태도로,-2,negative
weak,거무스름한 피고름이,-1,negative
weak,거볍게 까부는,-1,negative
weak,거볍게 성을,-1,negative
weak,거볍게 채신없이,-1,negative
weak,거볍게 행동하거나,-1,negative
weak,거볍게 행동하는,-1,negative
weak,거볍게 행동하다,-1,negative
strong,거볍고 온화하게,2,positive
strong,거부감,-2,negative
strong,거부감 없이,2,positive
strong,거부하거나,-2,negative
weak,거부하다,-1,negative
strong,거북스럽게,-2,negative
strong,거북스럽게 저는,-2,negative
strong,거북스럽게 절다,-2,negative
strong,거북하거나,-2,negative
strong,거북하거나 괴로움,-2,negative
strong,거북하거나 괴롭다,-2,negative
strong,거북하거나 더럽고,-2,negative
strong,거북하게,-2,negative
strong,거북하고,-2,negative
strong,거북하고 불편한,-2,negative
strong,거북하고 주체스럽게,-2,negative
strong,거북하다,-2,negative
strong,거북한,-2,negative
strong,거북한 모양,-2,negative
strong,거북한 상태로,-2,negative
strong,거북한 소리가,-2,negative
strong,거북할,-2,negative
strong,거북할 만큼,-2,negative
weak,거세고,-1,negative
weak,거세고 급하다,-1,negative
weak,거슬려,-1,negative
strong,거슬려 불쾌하다,-2,negative
weak,거슬리거나,-1,negative
weak,거슬리거나 마음이,-1,negative
weak,거슬리게,-1,negative
weak,거슬리게 싫다,-1,negative
weak,거슬리는,-1,negative
weak,거슬리는 느낌이,-1,negative
weak,거슬리다,-1,negative
strong,거슬림이 없이,2,positive
weak,거역하다,-1,negative
weak,거역함,-1,negative
weak,거의 없다,-1,negative
strong,거절하거나,-2,negative
strong,거절하거나 싫다는,-2,negative
strong,거절하다,-2,negative
strong,거짓,-2,negative
weak,거짓 없다,1,positive
strong,거짓말,-2,negative
weak,거짓말을,-1,negative
weak,거짓없다,1,positive
weak,거짓으로,-1,negative
weak,거짓으로 감정이나,-1,negative
weak,거짓으로 꾸며서,-1,negative
weak,거짓으로 꾸미는,-1,negative
weak,거짓으로 꾸미다,-1,negative
weak,거짓으로 꾸민,-1,negative
weak,거짓으로 속이다,-1,negative
weak,거짓으로 속임,-1,negative
strong,거짓을 버리고,2,positive
strong,거짓이 없고,2,positive
strong,거짓이 없다,2,positive
strong,거짓이 없이,2,positive
weak,거짓이나,-1,negative
weak,거추장스러워서,-1,negative
weak,거추장스러워서 거슬리거나,-1,negative
weak,거추장스럽거나,-1,negative
weak,거추장스럽거나 성가시어,-1,negative
weak,거추장스럽게,-1,negative
weak,거추장스럽게 걸리거나,-1,negative
weak,거추장스럽다,-1,negative
weak,거추장스레,-1,negative
weak,거치적거리는,-1,negative
weak,거치적거리는 소리,-1,negative
weak,거치적거치적,-1,negative
weak,거치적거치적하다,-1,negative
strong,거친,-2,negative
strong,거친 데가,-2,negative
strong,거친 말로,-2,negative
strong,거친 모양,-2,negative
strong,거친 목소리로,-2,negative
strong,거친 성질이나,-2,negative
strong,거친 소리가,-2,negative
strong,거칠거나 사납게,-2,negative
strong,거칠게,-2,negative
strong,거칠게 나는,-2,negative
weak,거칠게 된,-1,negative
strong,거칠게 말다툼하다,-2,negative
strong,거칠게 말함,-2,negative
strong,거칠게 몰아쉬는,-2,negative
strong,거칠게 몰아쉬다,-2,negative
strong,거칠게 소리가,-2,negative
strong,거칠게 쉬는,-2,negative
strong,거칠게 울려,-2,negative
strong,거칠게 일다,-2,negative
strong,거칠게 잇따라,-2,negative
weak,거칠게 행동하는,-1,negative
strong,거칠게 행동하다,-2,negative
strong,거칠고,-2,negative
strong,거칠고 가쁘게,-2,negative
strong,거칠고 격한,-2,negative
strong,거칠고 깔끄럽게,-2,negative
strong,거칠고 껄끄럽게,-2,negative
strong,거칠고 나쁘다,-2,negative
strong,거칠고 무뚝뚝하다,-2,negative
strong,거칠고 사나우며,-2,negative
strong,거칠고 세차다,-2,negative
strong,거칠고 심하다,-2,negative
strong,거칠고 험하게,-2,negative
strong,거칠고 험한,-2,negative
strong,거칠다,-2,negative
strong,거칠면서,-2,negative
strong,거칠면서 가쁘고,-2,negative
strong,거칠어져,-2,negative
strong,거침새가 없고,2,positive
weak,거침없이,1,positive
weak,거침이 없는,1,positive
strong,걱정,-2,negative
weak,걱정 같은,-1,negative
weak,걱정 따위로,-1,negative
strong,걱정 없이,2,positive
weak,걱정거리,-1,negative
weak,걱정과,-1,negative
weak,걱정과 근심,-1,negative
weak,걱정되거나,-1,negative
weak,걱정스러워서,-1,negative
weak,걱정스럽거나,-1,negative
weak,걱정스럽거나 조바심이,-1,negative
weak,걱정스럽다,-1,negative
weak,걱정으로,-1,negative
weak,걱정을,-1,negative
weak,걱정이,-1,negative
weak,걱정이 되거나,-1,negative
weak,걱정이 되는,-1,negative
weak,걱정이 되어,-1,negative
strong,걱정이 없고,2,positive
weak,걱정이 없는,1,positive
weak,걱정이나,-1,negative
weak,걱정이나 근심,-1,negative
weak,걱정이나 근심에,-1,negative
strong,걱정이나 언짢은,-2,negative
weak,걱정인 해를,-1,negative
weak,걱정하기는,-1,negative
weak,걱정하기는 하나,-1,negative
weak,걱정하는,-1,negative
weak,걱정하는 게,-1,negative
weak,걱정하다,-1,negative
weak,건강에 긍정적인,1,positive
strong,건강에 좋은,2,positive
strong,건강에 해로운,-2,negative
strong,건강하고,2,positive
strong,건강하고 온전하다,2,positive
strong,건강하고 온전한,2,positive
strong,건강하다,2,positive
strong,건강하여,2,positive
strong,건강하여 아름다운,2,positive
weak,건강하지 못하다,-1,negative
strong,건강한,2,positive
weak,건달처럼,-1,negative
weak,건둥건둥,1,positive
weak,건둥건둥하다,1,positive
weak,건둥반둥하다,-1,negative
weak,건드려 귀찮게,-1,negative
weak,건들거리고,-1,negative
weak,건들거리고 벙글거리며,-1,negative
weak,건들건들,-1,negative
weak,건들건들 지내다,-1,negative
weak,건들대다,-1,negative
weak,건망증이,-1,negative
weak,건망증이 심하며,-1,negative
strong,건방져,-2,negative
strong,건방지게,-2,negative
strong,건방지게 행동하다,-2,negative
strong,건방지네,-2,negative
strong,건방지다,-2,negative
strong,건방지며,-2,negative
weak,건방진,-1,negative
strong,건방짐,-2,negative
weak,건성 기침,-1,negative
weak,건성으로,-1,negative
weak,건성으로 묻다,-1,negative
strong,건장하다,2,positive
strong,건장한,2,positive
strong,건장한 모양,2,positive
strong,건전하고,2,positive
strong,건전하고 착실한,2,positive
weak,건전하지 못하고,-1,negative
weak,건전하지 못한,-1,negative
weak,건전하지 아니하게,-1,negative
strong,건전한,2,positive
strong,건전함,2,positive
strong,건정히,2,positive
weak,걷지 못하고,-1,negative
weak,걷지 못하는,-1,negative
weak,걸리거나,-1,negative
weak,걸리거나 막히는,-1,negative
weak,걸리다,-1,negative
weak,걸리적대다,-1,negative
weak,걸핏하면,-1,negative
strong,검사에 불합격한,-2,negative
weak,검소하다,1,positive
strong,검소한,2,positive
weak,검은 티끌이라는,-1,negative
weak,검질기게 구는,-1,negative
weak,검질기게 굴다,-1,negative
weak,겁,-1,negative
weak,겁나게,-1,negative
weak,겁나게 하기,-1,negative
weak,겁나다,-1,negative
weak,겁내다,-1,negative
weak,겁에,-1,negative
strong,겁에 지리다,-2,negative
strong,겁에 질려,-2,negative
strong,겁에 질려서,-2,negative
strong,겁에 질리거나,-2,negative
weak,겁을,-1,negative
weak,겁을 내거나,-1,negative
weak,겁을 내다,-1,negative
weak,겁을 먹거나,-1,negative
weak,겁을 먹어,-1,negative
weak,겁을 주며,-1,negative
weak,겁이 나거나,-1,negative
weak,겁이 나서,-1,negative
strong,겁이 많고,-2,negative
strong,겁이 많다,-2,negative
strong,겁이 많아,-2,negative
strong,겁이 많은,-2,negative
strong,겁이 많음,-2,negative
weak,겁자기 부서지거나,-1,negative
strong,겁쟁이,-2,negative
weak,것같이 아프다,-1,negative
strong,것보다 낫다,2,positive
weak,것을 샘하여,-1,negative
weak,것을 짓밟다,-1,negative
weak,것이 거북하거나,-1,negative
strong,것이 깨끗하고,2,positive
strong,것이 해결되어,2,positive
weak,겉만 그럴듯한,-1,negative
weak,겉면이 매끄럽고,1,positive
weak,겉모양의 아름다움과,1,positive
weak,겉치레,-1,negative
strong,게걸스럽게,-2,negative
strong,게걸스럽게 돌아다니는,-2,negative
strong,게걸스럽게 돌아다니다,-2,negative
weak,게우는,-1,negative
weak,게우는 소리,-1,negative
weak,게우는 소리가,-1,negative
weak,게울,-1,negative
weak,게울 듯이,-1,negative
weak,게워,-1,negative
weak,게워 내는,-1,negative
weak,게워 내다,-1,negative
weak,게으르거나,-1,negative
weak,게으르게,-1,negative
weak,게으르게 놀며,-1,negative
weak,게으르게 행동하는,-1,negative
weak,게으르게 행동하다,-1,negative
weak,게으르고,-1,negative
weak,게으르다,-1,negative
weak,게으름,-1,negative
weak,게으름을,-1,negative
weak,게으름을 피우며,-1,negative
weak,게으름이,-1,negative
weak,게으름이 나는,-1,negative
weak,게으름이나,-1,negative
weak,게으름이나 싫증,-1,negative
strong,게을러빠지다,-2,negative
strong,게을러터지다,-2,negative
strong,게을리하지 않고,2,positive
weak,겐트위한,-1,negative
weak,겨를이 없음,-1,negative
weak,겨우 빠듯하게,-1,negative
weak,겨우겨우,-1,negative
weak,겨우겨우 살기를,-1,negative
weak,겨운,-1,negative
weak,겨운 일에,-1,negative
strong,격노,-2,negative
strong,격노하다,-2,negative
strong,격동시키다,0,neutral
weak,격려되다,1,positive
weak,격려하다,1,positive
strong,격분,-2,negative
strong,격분하다,-2,negative
weak,격식에 맞아,1,positive
weak,격식을 갖추지 않고,-1,negative
weak,격에 어울리지,-1,negative
strong,격하게,-2,negative
strong,격하게 되다,-2,negative
strong,격하다,0,neutral
strong,격하시키다,-2,negative
strong,격한,-2,negative
strong,격한 감정이,-2,negative
strong,격한 기운이,-2,negative
strong,격한 느낌이,-2,negative
weak,겪거나 불쌍한,-1,negative
weak,견고하다,1,positive
strong,견디기 어렵게,-2,negative
strong,견디기가 어려울,-2,negative
weak,견디어 내다,1,positive
strong,견딜 수 없는,-2,negative
weak,견줄 수 없을 정도로,1,positive
weak,결기가,-1,negative
weak,결기가 나다,-1,negative
weak,결단성 없다,-1,negative
weak,결단성 없이,-1,negative
weak,결단성이 없고,-1,negative
weak,결단성이 없다,-1,negative
weak,결단을 못 내리는,-1,negative
strong,결딴날,-2,negative
strong,결딴날 듯이,-2,negative
weak,결막염,-1,negative
strong,결석,-2,negative
strong,결석하다,-2,negative
weak,결심 없이,-1,negative
weak,결점,-1,negative
weak,결점이 없도록,1,positive
weak,결정을 못하고,-1,negative
weak,결정하지 못하고,-1,negative
weak,결정하지 못하는,-1,negative
weak,결정하지 못하다,-1,negative
weak,결정하지 못함,-1,negative
strong,결핍,-2,negative
strong,결핍증,-2,negative
weak,결함,-1,negative
weak,결함을,-1,negative
weak,결함을 드러내어,-1,negative
weak,결함을 들추어,-1,negative
weak,결함을 풍자하였다,-1,negative
strong,결함이 없이,2,positive
weak,결함이 있다,-1,negative
weak,결함이나,-1,negative
weak,결함이나 잘못,-1,negative
weak,결함이나 잘못에,-1,negative
weak,결핵,-1,negative
weak,겸손하게,1,positive
weak,겸손하게 이르는,1,positive
weak,겸손하고,1,positive
strong,겸손하고 예의,2,positive
strong,겸손하고 예의 바른,2,positive
strong,겸손하다,2,positive
strong,겸손한,2,positive
weak,겸연쩍고,-1,negative
weak,겸연쩍다,-1,negative
strong,겹거나,-2,negative
strong,겹게,-2,negative
strong,겹게 여기다,-2,negative
strong,경건하다,2,positive
weak,경건한,1,positive
weak,경련,-1,negative
strong,경련을 일으키다,-2,negative
weak,경련이,-1,negative
strong,경련이 일어나,-2,negative
weak,경망스러우며,-1,negative
strong,경망스러우며 추잡하다,-2,negative
weak,경망스러운,-1,negative
weak,경망스러운 여자를,-1,negative
weak,경망스럽게,-1,negative
weak,경망스럽게 까부는,-1,negative
weak,경망스럽게 내어,-1,negative
strong,경망스럽게 내흔들거나,-2,negative
weak,경망스럽게 놀려,-1,negative
weak,경망스럽게 덤비며,-1,negative
weak,경망스럽게 떠벌리는,-1,negative
weak,경망스럽게 이리저리,-1,negative
weak,경망스럽게 추켰다,-1,negative
weak,경망스럽게 행동하는,-1,negative
weak,경망스럽게 행동하다,-1,negative
weak,경망스럽고,-1,negative
weak,경망스럽고 가볍게,-1,negative
weak,경망스럽고 방정맞은,-1,negative
strong,경망스럽다,-2,negative
weak,경망하게,-1,negative
weak,경망하게 행동하는,-1,negative
weak,경망하게 행동하다,-1,negative
weak,경망한,-1,negative
weak,경망한 짓,-1,negative
strong,경멸,-2,negative
strong,경멸하다,-2,negative
strong,경멸히,-2,negative
strong,경멸히 여겨,-2,negative
weak,경박스럽게,-1,negative
strong,경박스럽게 함부로,-2,negative
weak,경박하게,-1,negative
weak,경박하다,-1,negative
weak,경박한,-1,negative
weak,경박한 행동을,-1,negative
strong,경사스러운,2,positive
strong,경사스러운 일을,2,positive
strong,경상,-2,negative
weak,경솔하게,-1,negative
weak,경솔하게 까부는,-1,negative
weak,경솔하게 말하며,-1,negative
weak,경솔하게 행동하는,-1,negative
weak,경솔하게 행동하다,-1,negative
weak,경솔하게 행동하여,-1,negative
weak,경솔하고,-1,negative
strong,경솔하고 방정맞게,-2,negative
weak,경솔하다,-1,negative
weak,경솔한,-1,negative
weak,경솔한 모양,-1,negative
strong,경이로운,2,positive
strong,경이롭다,2,positive
strong,경치 좋은,2,positive
strong,경치가 뛰어나거나,2,positive
strong,경치가 맑고,2,positive
strong,경치가 아름다움을,2,positive
strong,경치가 아름답다,2,positive
strong,경치가 좋거나,2,positive
strong,경치도 좋음,2,positive
strong,경치를 즐기는,2,positive
strong,경쾌하다,2,positive
weak,경험이 많고,1,positive
weak,경험이 적거나,-1,negative
weak,경황이 없어,-1,negative
strong,계급을 올림,2,positive
strong,계급이 오름,2,positive
